# anc1_x,anc1_y,anc2_x,anc2_y,anc3_x,anc3_y,anc4_x,anc4_y,anc1_RSS,anc2_RSS,anc3_RSS,anc4_RSS,anc1_AoA,anc2_AoA,anc3_AoA,anc4_AoA,anc1_ToA,anc2_ToA,anc3_ToA,anc4_ToA,sensor_x,sensor_y
4.199999999999999845e-01,5.000000000000000278e-02,7.199999999999999734e-01,9.799999999999999822e-01,5.200000000000000178e-01,5.200000000000000178e-01,5.999999999999999778e-02,8.699999999999999956e-01,8.860036391689539714e-01,8.740397989771825360e-01,8.092861610808702588e-01,9.252856142865637512e-01,6.168335251307377476e-01,2.561124517810922652e-01,4.763225889468402086e-01,4.069851105780121214e-01,3.866479828186366596e-01,3.221865685993042794e-01,1.898250449564903297e-01,5.575286302434332431e-01,7.900000000000000355e-01,4.899999999999999911e-01
4.199999999999999845e-01,5.000000000000000278e-02,7.199999999999999734e-01,9.799999999999999822e-01,5.200000000000000178e-01,5.200000000000000178e-01,5.999999999999999778e-02,8.699999999999999956e-01,8.620463337325048325e-01,8.968121201394031461e-01,8.155206451777781140e-01,8.577111176045111307e-01,8.139698808261548457e-01,1.348512022150420708e-01,9.988382147299327274e-01,3.080568075284136342e-01,3.080976995614264635e-01,4.471511635569884180e-01,1.745266946502037342e-01,2.767207790545304080e-01,2.500000000000000000e-01,5.000000000000000000e-01
4.199999999999999845e-01,5.000000000000000278e-02,7.199999999999999734e-01,9.799999999999999822e-01,5.200000000000000178e-01,5.200000000000000178e-01,5.999999999999999778e-02,8.699999999999999956e-01,9.258595804296883003e-01,8.816930871023550553e-01,8.485524010740381762e-01,7.542325793241558829e-01,7.626818036698005399e-01,7.316738517143793474e-02,8.931208265514960498e-01,3.926381406978095567e-01,5.080012842483336843e-01,3.838853859772105581e-01,2.871174603873364317e-01,1.063964059345528096e-01,1.900000000000000022e-01,7.800000000000000266e-01
4.199999999999999845e-01,5.000000000000000278e-02,7.199999999999999734e-01,9.799999999999999822e-01,5.200000000000000178e-01,5.200000000000000178e-01,5.999999999999999778e-02,8.699999999999999956e-01,9.125390145477475512e-01,8.600956293353826387e-01,8.513969416490009268e-01,9.348172215618082426e-01,6.439027799541682251e-01,3.298569688450178616e-01,5.398157297477429450e-01,4.851869106471047854e-01,5.144419952022774023e-01,2.819894530606043559e-01,2.696552033718082053e-01,6.151440926640083795e-01,9.399999999999999467e-01,6.099999999999999867e-01
4.199999999999999845e-01,5.000000000000000278e-02,7.199999999999999734e-01,9.799999999999999822e-01,5.200000000000000178e-01,5.200000000000000178e-01,5.999999999999999778e-02,8.699999999999999956e-01,8.294444096262885147e-01,9.511317625421262800e-01,8.879507002594840825e-01,9.170998625285667893e-01,9.399735951419709856e-01,1.323206880677650077e-01,1.197299247441948600e-01,2.612324075451499250e-01,2.229351513622117587e-01,7.373482927572871937e-01,4.162271342129506557e-01,5.355008707369516285e-01,1.000000000000000056e-01,7.000000000000000666e-02
4.199999999999999845e-01,5.000000000000000278e-02,7.199999999999999734e-01,9.799999999999999822e-01,5.200000000000000178e-01,5.200000000000000178e-01,5.999999999999999778e-02,8.699999999999999956e-01,8.266655654038681522e-01,9.041081737971933263e-01,7.665629421372350816e-01,9.044438615820337146e-01,7.650216836137755383e-01,1.954348898160082060e-01,1.748559805792113953e-01,3.329234967494139608e-01,1.950441933986554188e-01,4.408578722367784142e-01,1.075255084452582943e-01,4.265876569968725107e-01,4.500000000000000111e-01,3.599999999999999867e-01
4.199999999999999845e-01,5.000000000000000278e-02,7.199999999999999734e-01,9.799999999999999822e-01,5.200000000000000178e-01,5.200000000000000178e-01,5.999999999999999778e-02,8.699999999999999956e-01,9.268735699456110977e-01,8.374660493915490056e-01,8.521957163295850179e-01,8.340354174303724610e-01,7.679487393482395952e-01,6.871239713606643040e-02,8.096245420149885685e-01,5.063742928417457323e-01,5.509611428232642494e-01,2.501373144191816889e-01,2.781268924994781955e-01,2.261766456436650197e-01,3.900000000000000133e-01,8.800000000000000044e-01
4.199999999999999845e-01,5.000000000000000278e-02,7.199999999999999734e-01,9.799999999999999822e-01,5.200000000000000178e-01,5.200000000000000178e-01,5.999999999999999778e-02,8.699999999999999956e-01,8.484026480250819180e-01,8.933828763402664741e-01,7.423777461608910277e-01,8.763857148065261615e-01,8.006737305131330640e-01,1.572329403930766145e-01,7.932144377888303288e-02,3.683658265428004785e-01,2.683385609895072577e-01,4.189180654576953322e-01,7.188595131637051661e-02,3.624075491098170954e-01,4.099999999999999756e-01,4.500000000000000111e-01
4.199999999999999845e-01,5.000000000000000278e-02,7.199999999999999734e-01,9.799999999999999822e-01,5.200000000000000178e-01,5.200000000000000178e-01,5.999999999999999778e-02,8.699999999999999956e-01,9.272848988218254096e-01,8.488054924129972978e-01,8.727470727933751560e-01,8.189407745853234388e-01,7.914610794378162950e-01,4.810365741895957642e-02,8.420528523411563437e-01,5.253568188526105409e-01,6.053222247987879445e-01,2.532297970996886805e-01,2.801750202021645042e-01,1.837110955391905998e-01,3.300000000000000155e-01,9.100000000000000311e-01
1.000000000000000021e-02,1.900000000000000022e-01,4.799999999999999822e-01,2.200000000000000011e-01,3.400000000000000244e-01,3.300000000000000155e-01,7.600000000000000089e-01,3.800000000000000044e-01,7.637342919845216960e-01,8.648902584541501293e-01,8.258884584149716046e-01,9.152223764654586757e-01,6.903052645418775723e-01,9.319534019749440290e-01,9.811107649178378853e-01,3.979832459075585693e-02,1.011129824320000647e-01,3.329092539131665585e-01,2.080480891034981739e-01,4.851541997518132310e-01,2.999999999999999889e-02,3.599999999999999867e-01
1.000000000000000021e-02,1.900000000000000022e-01,4.799999999999999822e-01,2.200000000000000011e-01,3.400000000000000244e-01,3.300000000000000155e-01,7.600000000000000089e-01,3.800000000000000044e-01,8.201034785745614508e-01,8.656588870212759135e-01,8.264947879994152258e-01,9.090561663773203405e-01,6.796695119760979287e-01,9.002721119589092158e-01,9.349390293083456038e-01,9.747339432705621753e-01,2.204305759888056937e-01,3.215271051817043535e-01,1.871660814233039594e-01,4.668520873191287501e-01,8.999999999999999667e-02,4.899999999999999911e-01
1.000000000000000021e-02,1.900000000000000022e-01,4.799999999999999822e-01,2.200000000000000011e-01,3.400000000000000244e-01,3.300000000000000155e-01,7.600000000000000089e-01,3.800000000000000044e-01,8.440608084425322843e-01,7.647380055339570992e-01,8.100008367615443294e-01,8.674474723947998012e-01,4.095671391417322615e-01,1.637050099944895865e-01,2.865161503976588753e-01,1.051380100848420956e-01,2.751631779975642345e-01,1.182795066339436957e-01,1.854596497356770513e-01,3.515050130413938101e-01,3.800000000000000044e-01,8.000000000000000167e-02
1.000000000000000021e-02,1.900000000000000022e-01,4.799999999999999822e-01,2.200000000000000011e-01,3.400000000000000244e-01,3.300000000000000155e-01,7.600000000000000089e-01,3.800000000000000044e-01,9.550287226030544918e-01,9.048965322556674629e-01,9.147249347001072950e-01,8.720259477147492833e-01,6.603176321381878378e-01,6.731050794053152764e-01,6.239543812980982151e-01,6.861004280227374075e-01,7.438452896851757146e-01,4.980631971536481073e-01,5.156408496751877513e-01,3.304862691548807740e-01,9.100000000000000311e-01,8.199999999999999512e-01
1.000000000000000021e-02,1.900000000000000022e-01,4.799999999999999822e-01,2.200000000000000011e-01,3.400000000000000244e-01,3.300000000000000155e-01,7.600000000000000089e-01,3.800000000000000044e-01,9.283913942505830352e-01,8.932663707997668956e-01,8.752494627818310224e-01,8.719413063486882720e-01,6.684061514137216164e-01,7.354750894277172213e-01,6.601067023388799138e-01,8.339549127145696739e-01,5.475995677042849730e-01,4.037738851972905718e-01,3.569557679754893909e-01,3.332339658270071503e-01,5.300000000000000266e-01,8.100000000000000533e-01
1.000000000000000021e-02,1.900000000000000022e-01,4.799999999999999822e-01,2.200000000000000011e-01,3.400000000000000244e-01,3.300000000000000155e-01,7.600000000000000089e-01,3.800000000000000044e-01,9.001420466926048913e-01,7.759357316261532578e-01,8.438465748749913731e-01,8.114871806699947010e-01,4.656619520478723073e-01,4.681339453844317600e-01,3.727543111371073303e-01,1.989218870841695241e-01,4.351699239215944814e-01,1.235248161638100722e-01,2.612712965130112863e-01,1.690651975342226387e-01,6.500000000000000222e-01,1.400000000000000133e-01
1.000000000000000021e-02,1.900000000000000022e-01,4.799999999999999822e-01,2.200000000000000011e-01,3.400000000000000244e-01,3.300000000000000155e-01,7.600000000000000089e-01,3.800000000000000044e-01,8.672892471405623249e-01,7.712073098909637547e-01,7.416513542709057827e-01,8.244326264244384861e-01,5.475201274946572827e-01,7.586531929936225493e-01,5.722441339984813968e-01,2.070926850000331595e-02,3.140650889868681350e-01,1.019745614985626686e-01,7.486870179496538102e-02,2.108885357020747753e-01,4.500000000000000111e-01,3.900000000000000133e-01
1.000000000000000021e-02,1.900000000000000022e-01,4.799999999999999822e-01,2.200000000000000011e-01,3.400000000000000244e-01,3.300000000000000155e-01,7.600000000000000089e-01,3.800000000000000044e-01,9.287028646628715522e-01,8.615216272876792258e-01,9.009994076781540073e-01,8.468555662857832900e-01,4.869612904652510510e-01,4.747293323616996741e-01,4.238894616712602370e-01,3.010235457946548454e-01,6.132234869649174636e-01,3.107899715377856475e-01,4.133227997570720347e-01,2.547236034423774886e-01,9.000000000000000222e-01,2.999999999999999889e-02
1.000000000000000021e-02,1.900000000000000022e-01,4.799999999999999822e-01,2.200000000000000011e-01,3.400000000000000244e-01,3.300000000000000155e-01,7.600000000000000089e-01,3.800000000000000044e-01,8.178286976648887485e-01,7.901472481522381353e-01,6.727324375503128673e-01,8.692281914118558106e-01,5.550200515863662476e-01,9.312132916011497397e-01,7.239814890467262398e-02,3.439667109423901609e-02,2.087801089773910213e-01,1.422335599137248552e-01,2.706906589748637668e-02,3.348875826771336439e-01,2.800000000000000266e-01,3.099999999999999978e-01
1.000000000000000021e-02,1.900000000000000022e-01,4.799999999999999822e-01,2.200000000000000011e-01,3.400000000000000244e-01,3.300000000000000155e-01,7.600000000000000089e-01,3.800000000000000044e-01,7.649349526192180670e-01,8.343668501153042039e-01,8.011101747077619128e-01,8.922053993970923136e-01,4.619512203233478997e-01,2.229374249387174392e-02,1.325709038964818509e-01,7.683969636733473108e-02,9.969254107153441291e-02,2.174650374719672707e-01,1.641697797217445687e-01,4.318027230468952649e-01,1.700000000000000122e-01,1.499999999999999944e-01
1.000000000000000021e-02,1.900000000000000022e-01,4.799999999999999822e-01,2.200000000000000011e-01,3.400000000000000244e-01,3.300000000000000155e-01,7.600000000000000089e-01,3.800000000000000044e-01,9.588444914083100734e-01,9.173422970089017969e-01,9.197759052454123063e-01,8.771591775113478651e-01,6.022092199972557403e-01,6.767828528963332202e-01,6.261686518096880594e-01,7.039472572180940357e-01,7.545550567786969420e-01,5.096930022041342712e-01,5.137136669532625932e-01,3.320417449466374071e-01,9.000000000000000222e-01,8.800000000000000044e-01
1.000000000000000021e-02,1.900000000000000022e-01,4.799999999999999822e-01,2.200000000000000011e-01,3.400000000000000244e-01,3.300000000000000155e-01,7.600000000000000089e-01,3.800000000000000044e-01,9.172380538274350625e-01,8.336056604024052463e-01,8.771867886551588667e-01,7.964150537010418196e-01,5.063369061691977979e-01,4.424933539036446373e-01,4.199570472172739488e-01,2.611891151088486240e-01,5.173595812702223018e-01,2.162784686996641337e-01,3.384074545703760206e-01,1.584968788210160684e-01,8.000000000000000444e-01,1.499999999999999944e-01
1.000000000000000021e-02,1.900000000000000022e-01,4.799999999999999822e-01,2.200000000000000011e-01,3.400000000000000244e-01,3.300000000000000155e-01,7.600000000000000089e-01,3.800000000000000044e-01,8.803875137629543213e-01,8.753784130223672966e-01,8.427875007620709846e-01,8.682339261545347631e-01,7.091483769271095250e-01,7.820332541067657184e-01,7.090098866350550422e-01,8.842262462982080073e-01,4.104311703624356489e-01,3.089339864330145624e-01,2.373949157000988242e-01,3.302792588758035608e-01,3.599999999999999867e-01,6.700000000000000400e-01
1.000000000000000021e-02,1.900000000000000022e-01,4.799999999999999822e-01,2.200000000000000011e-01,3.400000000000000244e-01,3.300000000000000155e-01,7.600000000000000089e-01,3.800000000000000044e-01,8.960978226517379852e-01,8.392153770649609656e-01,8.255484506981346504e-01,8.175239731005441435e-01,6.145802629458034794e-01,7.224385573131437699e-01,6.542857191171356224e-01,8.909569100684132659e-01,4.307081729016806193e-01,2.464529248307130993e-01,1.959193343102066664e-01,2.016371691941746536e-01,5.200000000000000178e-01,5.600000000000000533e-01
1.000000000000000021e-02,1.900000000000000022e-01,4.799999999999999822e-01,2.200000000000000011e-01,3.400000000000000244e-01,3.300000000000000155e-01,7.600000000000000089e-01,3.800000000000000044e-01,9.151473577348342436e-01,8.365103709340576676e-01,8.629932317954698284e-01,6.861219292380610346e-01,5.418920302214375040e-01,5.812840359829187786e-01,5.019429226702711855e-01,4.137297893053653031e-01,5.530604036160307047e-01,2.425623929639327825e-01,3.147304038402921056e-01,3.845142446144417248e-02,8.199999999999999512e-01,3.400000000000000244e-01
1.000000000000000021e-02,1.900000000000000022e-01,4.799999999999999822e-01,2.200000000000000011e-01,3.400000000000000244e-01,3.300000000000000155e-01,7.600000000000000089e-01,3.800000000000000044e-01,8.732545689530660793e-01,8.253154150658780219e-01,7.970691368027623680e-01,8.456562031887581155e-01,6.156370060327561733e-01,8.184033295905801531e-01,7.266900245471146214e-01,9.461822281005135560e-01,3.372766978299392426e-01,2.041487932600574429e-01,1.420303336884167766e-01,2.483526355276347852e-01,4.000000000000000222e-01,5.400000000000000355e-01
1.000000000000000021e-02,1.900000000000000022e-01,4.799999999999999822e-01,2.200000000000000011e-01,3.400000000000000244e-01,3.300000000000000155e-01,7.600000000000000089e-01,3.800000000000000044e-01,9.175737028882283708e-01,9.295203675676744215e-01,9.107916995155054263e-01,9.426435300022112385e-01,7.316543102877524074e-01,8.404313292884507680e-01,8.575050980111479371e-01,8.962690144686891180e-01,5.143666287795267689e-01,6.052263316401866877e-01,4.702797354244878103e-01,6.442062238717117806e-01,1.000000000000000021e-02,9.699999999999999734e-01
1.000000000000000021e-02,1.900000000000000022e-01,4.799999999999999822e-01,2.200000000000000011e-01,3.400000000000000244e-01,3.300000000000000155e-01,7.600000000000000089e-01,3.800000000000000044e-01,7.970148348539397576e-01,8.798414983412077284e-01,8.374404075534339631e-01,9.183162666531874407e-01,7.347210289903625124e-01,9.204965355099894442e-01,9.686014734096933809e-01,9.729802667506821656e-01,1.616514946983775569e-01,3.549995934515632334e-01,2.335932489285755531e-01,5.017071663935331882e-01,0.000000000000000000e+00,4.400000000000000022e-01
1.000000000000000021e-02,1.900000000000000022e-01,4.799999999999999822e-01,2.200000000000000011e-01,3.400000000000000244e-01,3.300000000000000155e-01,7.600000000000000089e-01,3.800000000000000044e-01,7.754865112948732264e-01,8.189675256767319222e-01,7.790294742402953387e-01,8.938687242720263493e-01,5.253563398007414786e-01,4.267380708473211826e-02,1.456066301901995097e-01,9.451743107581414560e-02,1.207590271178189678e-01,1.825376184170745264e-01,1.453989666632568012e-01,3.881841283129208175e-01,2.000000000000000111e-01,1.900000000000000022e-01
1.000000000000000021e-02,1.900000000000000022e-01,4.799999999999999822e-01,2.200000000000000011e-01,3.400000000000000244e-01,3.300000000000000155e-01,7.600000000000000089e-01,3.800000000000000044e-01,9.247944234723947110e-01,9.111266447890759013e-01,9.001247909170884132e-01,9.054929032492528007e-01,6.814658359769041329e-01,7.716846870579248119e-01,7.459233586199073285e-01,8.331598617251529948e-01,5.751143694766034375e-01,4.966805406994845851e-01,4.168007239373932027e-01,4.841951409939511675e-01,3.499999999999999778e-01,9.499999999999999556e-01
8.900000000000000133e-01,1.000000000000000056e-01,7.299999999999999822e-01,5.500000000000000444e-01,1.100000000000000006e-01,7.800000000000000266e-01,8.399999999999999689e-01,5.100000000000000089e-01,8.921070155766379628e-01,8.237236951335854540e-01,8.527874113776195975e-01,8.559387624808115769e-01,8.659989650461324961e-01,9.970265451629719555e-01,3.518512204094600970e-01,9.940289035098431869e-01,4.198385944420924831e-01,2.017939262159607616e-01,2.684030329712561169e-01,2.746248951959742723e-01,4.199999999999999845e-01,5.300000000000000266e-01
8.900000000000000133e-01,1.000000000000000056e-01,7.299999999999999822e-01,5.500000000000000444e-01,1.100000000000000006e-01,7.800000000000000266e-01,8.399999999999999689e-01,5.100000000000000089e-01,8.483203996910337885e-01,7.202963422793683401e-01,9.096659741879811190e-01,7.154114900949263278e-01,8.244030809562726825e-01,3.227201946587631154e-01,4.000085392162835429e-01,9.672695858077118292e-02,2.634292185286654098e-01,7.680435525337463154e-02,4.777972363829618985e-01,7.440727170311836614e-02,7.500000000000000000e-01,4.500000000000000111e-01
8.900000000000000133e-01,1.000000000000000056e-01,7.299999999999999822e-01,5.500000000000000444e-01,1.100000000000000006e-01,7.800000000000000266e-01,8.399999999999999689e-01,5.100000000000000089e-01,8.542638253217614830e-01,7.345638692267528747e-01,8.852134904257249470e-01,7.851556010680378339e-01,8.476041422171934903e-01,1.344246290130900190e-01,4.362143034576820844e-01,2.683344589305770855e-02,2.920718052807551590e-01,7.136529524480310360e-02,4.002541053638922208e-01,1.462761173259260750e-01,6.400000000000000133e-01,4.500000000000000111e-01
8.900000000000000133e-01,1.000000000000000056e-01,7.299999999999999822e-01,5.500000000000000444e-01,1.100000000000000006e-01,7.800000000000000266e-01,8.399999999999999689e-01,5.100000000000000089e-01,8.588301406908437352e-01,7.730166565752661922e-01,8.949126510323184291e-01,7.932425756156581409e-01,8.853008962303754448e-01,1.226871007290651211e-01,4.171935360552089800e-01,7.869629651191160924e-02,2.795781381066304028e-01,1.289398383266348036e-01,3.926980413719324270e-01,1.846202084253143749e-01,5.999999999999999778e-01,4.199999999999999845e-01
8.900000000000000133e-01,1.000000000000000056e-01,7.299999999999999822e-01,5.500000000000000444e-01,1.100000000000000006e-01,7.800000000000000266e-01,8.399999999999999689e-01,5.100000000000000089e-01,8.847338035814533708e-01,7.991045667019006649e-01,8.767341102709186318e-01,8.363240345293496691e-01,8.542808285112765132e-01,1.644234096614825141e-02,4.170881443062603444e-01,9.997339026539615592e-01,3.600075910327707462e-01,1.435240106638894508e-01,3.181875284768327927e-01,2.264782889671702326e-01,5.100000000000000089e-01,5.000000000000000000e-01
8.900000000000000133e-01,1.000000000000000056e-01,7.299999999999999822e-01,5.500000000000000444e-01,1.100000000000000006e-01,7.800000000000000266e-01,8.399999999999999689e-01,5.100000000000000089e-01,8.801706246890088625e-01,7.886600610655559729e-01,9.269600781756057728e-01,7.486205210767010731e-01,7.619503051435694285e-01,5.727518349764644245e-01,4.488570493441302323e-01,6.546432992716114674e-01,3.584622344696451468e-01,1.435283706293664918e-01,5.693370704239348878e-01,1.042907240766597632e-01,9.200000000000000400e-01,6.300000000000000044e-01
8.900000000000000133e-01,1.000000000000000056e-01,7.299999999999999822e-01,5.500000000000000444e-01,1.100000000000000006e-01,7.800000000000000266e-01,8.399999999999999689e-01,5.100000000000000089e-01,8.318059240727841974e-01,8.613014841049581038e-01,9.182161759357058139e-01,8.670415456470211835e-01,9.972014614787622078e-01,1.598459329723141420e-01,3.545012831735834258e-01,1.890967523694642716e-01,2.404028914512027493e-01,2.922192271507110251e-01,5.203105278378113985e-01,3.303334638540704193e-01,5.500000000000000444e-01,1.600000000000000033e-01
8.900000000000000133e-01,1.000000000000000056e-01,7.299999999999999822e-01,5.500000000000000444e-01,1.100000000000000006e-01,7.800000000000000266e-01,8.399999999999999689e-01,5.100000000000000089e-01,9.250038502762452097e-01,8.576115491663598434e-01,8.144821134944701946e-01,8.739820587117330675e-01,8.533621574674776777e-01,9.501626334641193328e-01,4.291720649679570676e-01,9.506218956167240552e-01,5.255019852980800099e-01,2.549598252461005576e-01,1.748382301376362746e-01,3.428492945070275022e-01,3.499999999999999778e-01,6.600000000000000311e-01
8.900000000000000133e-01,1.000000000000000056e-01,7.299999999999999822e-01,5.500000000000000444e-01,1.100000000000000006e-01,7.800000000000000266e-01,8.399999999999999689e-01,5.100000000000000089e-01,9.211407916859055689e-01,9.062949486774499741e-01,8.645297195992635020e-01,9.161086869961023726e-01,9.690409569191490435e-01,3.532973224979451404e-02,2.221464995626200034e-01,3.932840882702130086e-02,5.451045167381467493e-01,4.658662749638973755e-01,3.555088399724731230e-01,5.092046239814825848e-01,1.100000000000000006e-01,2.800000000000000266e-01
8.900000000000000133e-01,1.000000000000000056e-01,7.299999999999999822e-01,5.500000000000000444e-01,1.100000000000000006e-01,7.800000000000000266e-01,8.399999999999999689e-01,5.100000000000000089e-01,9.243554995507770045e-01,9.093212143033043704e-01,8.879395320575743655e-01,9.225779297007343782e-01,9.675626899444620399e-01,9.576200693053399382e-02,2.515220656615452799e-01,7.969831054450288166e-02,5.295984937374242918e-01,4.623073083070311506e-01,3.875173177596076823e-01,5.254217173925666007e-01,1.300000000000000044e-01,2.000000000000000111e-01
8.900000000000000133e-01,1.000000000000000056e-01,7.299999999999999822e-01,5.500000000000000444e-01,1.100000000000000006e-01,7.800000000000000266e-01,8.399999999999999689e-01,5.100000000000000089e-01,8.891918450864518819e-01,8.080905301588716672e-01,8.565140931804235969e-01,8.495606049600610277e-01,8.743818121208838390e-01,4.587701970192357287e-02,4.026271624927498238e-01,1.200801194503561126e-02,3.811740835440075026e-01,1.689586568686892720e-01,3.028025290081968190e-01,2.491287097796972827e-01,4.600000000000000200e-01,4.799999999999999822e-01
8.900000000000000133e-01,1.000000000000000056e-01,7.299999999999999822e-01,5.500000000000000444e-01,1.100000000000000006e-01,7.800000000000000266e-01,8.399999999999999689e-01,5.100000000000000089e-01,9.476629877729254581e-01,9.095928177424246197e-01,7.379324525520035705e-01,9.225813867451737593e-01,9.513079550852319155e-01,9.629397091952343057e-01,1.884116546803467351e-01,9.689480348724458514e-01,6.894266558702054626e-01,4.934918287734636477e-01,9.760884208274965557e-02,5.615366348268046037e-01,2.000000000000000042e-02,6.899999999999999467e-01
8.900000000000000133e-01,1.000000000000000056e-01,7.299999999999999822e-01,5.500000000000000444e-01,1.100000000000000006e-01,7.800000000000000266e-01,8.399999999999999689e-01,5.100000000000000089e-01,9.437335757374822887e-01,9.118082463472658716e-01,8.284939740924557317e-01,9.232063056899522113e-01,9.178564540822032880e-01,4.038695460246546909e-02,1.859740746266057010e-01,2.808185871489191424e-02,6.479427962174253430e-01,4.928630460583784401e-01,2.293816123987654221e-01,5.548656540568231987e-01,1.000000000000000021e-02,4.600000000000000200e-01
8.900000000000000133e-01,1.000000000000000056e-01,7.299999999999999822e-01,5.500000000000000444e-01,1.100000000000000006e-01,7.800000000000000266e-01,8.399999999999999689e-01,5.100000000000000089e-01,9.320827267268250171e-01,9.096433017701568424e-01,8.597217361193006946e-01,9.276425757010559048e-01,9.770964967789351752e-01,7.243396112180483515e-02,2.372380596211590975e-01,3.578534030979262093e-02,6.104651315058636785e-01,5.019403804798630020e-01,3.197132025837739477e-01,5.627790487326733704e-01,2.000000000000000042e-02,3.200000000000000067e-01
8.900000000000000133e-01,1.000000000000000056e-01,7.299999999999999822e-01,5.500000000000000444e-01,1.100000000000000006e-01,7.800000000000000266e-01,8.399999999999999689e-01,5.100000000000000089e-01,9.170510858316086589e-01,8.192467214252089347e-01,8.874119354441433183e-01,8.439013952750098468e-01,7.654840275049010767e-01,7.430389505361221225e-01,5.099290325886114417e-01,7.983275485701486485e-01,5.079715635390917861e-01,1.914171802457070304e-01,4.149439689400068465e-01,2.461994752773546125e-01,7.199999999999999734e-01,8.399999999999999689e-01
8.900000000000000133e-01,1.000000000000000056e-01,7.299999999999999822e-01,5.500000000000000444e-01,1.100000000000000006e-01,7.800000000000000266e-01,8.399999999999999689e-01,5.100000000000000089e-01,9.225128742101857959e-01,8.438468652562109984e-01,7.982509822840451186e-01,8.759596189730054494e-01,8.814281873266992529e-01,9.584052158688649570e-01,4.042910264269151122e-01,9.430657676210897344e-01,5.631298289219326403e-01,2.652957675435648199e-01,1.974406753815783899e-01,3.431583332495976579e-01,3.699999999999999956e-01,7.199999999999999734e-01
8.900000000000000133e-01,1.000000000000000056e-01,7.299999999999999822e-01,5.500000000000000444e-01,1.100000000000000006e-01,7.800000000000000266e-01,8.399999999999999689e-01,5.100000000000000089e-01,9.058557842528646153e-01,9.316909467422472835e-01,9.067152734349832599e-01,9.238707920206086222e-01,4.662868676674097532e-03,1.445876068022941829e-01,2.585692818747370447e-01,9.213426457286036375e-02,4.923812314324835238e-01,5.090291863425508989e-01,4.558127804761128998e-01,5.657669747873302901e-01,1.400000000000000133e-01,7.000000000000000666e-02
8.900000000000000133e-01,1.000000000000000056e-01,7.299999999999999822e-01,5.500000000000000444e-01,1.100000000000000006e-01,7.800000000000000266e-01,8.399999999999999689e-01,5.100000000000000089e-01,9.416568796687418974e-01,9.035612704455420197e-01,6.661749879343213943e-01,9.156838392876656130e-01,8.650357468233860203e-01,9.381864553774768023e-01,7.235101363656177842e-01,8.992196299896829670e-01,7.236442992531478824e-01,4.600604836375181694e-01,3.942352764837143281e-02,5.276042829328519979e-01,1.100000000000000006e-01,8.399999999999999689e-01
8.900000000000000133e-01,1.000000000000000056e-01,7.299999999999999822e-01,5.500000000000000444e-01,1.100000000000000006e-01,7.800000000000000266e-01,8.399999999999999689e-01,5.100000000000000089e-01,9.381162778270484282e-01,9.186196217891405835e-01,8.962802394791526961e-01,9.332920227137728730e-01,9.447317160929962210e-01,6.716735299931665681e-02,2.561088252031263890e-01,4.145716147445786814e-02,5.991168086664186987e-01,5.385982088840932658e-01,4.044096332280048278e-01,5.925440721787817999e-01,0.000000000000000000e+00,1.799999999999999933e-01
8.900000000000000133e-01,1.000000000000000056e-01,7.299999999999999822e-01,5.500000000000000444e-01,1.100000000000000006e-01,7.800000000000000266e-01,8.399999999999999689e-01,5.100000000000000089e-01,8.102505414888669932e-01,8.045469824066482367e-01,9.304336139880066137e-01,7.626089110822951156e-01,7.417014390398122270e-01,3.772186315382523580e-01,4.433110923951611992e-01,3.206657038062968312e-01,1.710982140867219059e-01,1.785784396026623144e-01,6.044541152622614488e-01,1.057326993216107652e-01,9.000000000000000222e-01,3.599999999999999867e-01
2.099999999999999922e-01,6.300000000000000044e-01,9.000000000000000222e-01,1.100000000000000006e-01,2.500000000000000000e-01,2.000000000000000042e-02,9.399999999999999467e-01,8.800000000000000044e-01,9.233578452877975185e-01,9.275254298914672457e-01,9.600372199852658106e-01,7.267483059342010332e-01,5.461712052786116267e-01,7.055897417097806157e-01,6.780334896645300313e-01,6.951441438474141865e-01,5.589796037302626752e-01,5.858583230555333143e-01,8.192691538434716536e-01,7.817437385184676513e-02,9.799999999999999822e-01,9.799999999999999822e-01
2.099999999999999922e-01,6.300000000000000044e-01,9.000000000000000222e-01,1.100000000000000006e-01,2.500000000000000000e-01,2.000000000000000042e-02,9.399999999999999467e-01,8.800000000000000044e-01,8.591302049788058781e-01,8.616064177854642070e-01,8.391146837461302965e-01,9.163019999493563494e-01,3.540037599049862260e-01,9.141031692495884542e-01,6.442819725208834836e-01,1.463592414409916331e-01,3.075445562061001614e-01,2.996082886570639592e-01,2.223727806112418826e-01,4.957085311138844097e-01,4.899999999999999911e-01,2.800000000000000266e-01
2.099999999999999922e-01,6.300000000000000044e-01,9.000000000000000222e-01,1.100000000000000006e-01,2.500000000000000000e-01,2.000000000000000042e-02,9.399999999999999467e-01,8.800000000000000044e-01,8.914946062562176810e-01,8.734759216997988185e-01,9.347130920500382745e-01,8.104427304605690274e-01,5.052180195728137591e-01,7.654726636466435696e-01,6.248486683198281044e-01,1.921299483163829147e-01,4.376165396856171452e-01,3.490161834238672545e-01,5.622629787196578022e-01,1.887236339916690264e-01,8.499999999999999778e-01,6.300000000000000044e-01
